id,dataset,heuristic_type,heuristic,is_baseline,population,burn_in,replay,reselection,reanalysis,normalisation,credit,discounted_rewards,run,step,train_loss,train_accuracy,test_loss,test_accuracy,rank
8eac6203-41dd-4ecb-8609-452012fd05c0,abalone,bhh,bhh,false,5,0,300,1,1,false,gbest,true,1,0,3.4714284,0.038611196,3.4450278,0.040669855,1
7637f4c7-6cbc-47ee-a73b-2ed7afac28ed,abalone,bhh,bhh,false,5,0,100,1,1,false,gbest,true,1,0,3.470256,0.040706374,3.44971,0.03229665,2
51c6aacc-9731-427b-8c36-da0ab663b2e0,abalone,bhh,bhh_gd_only,false,5,0,100,1,1,false,gbest,true,1,0,3.4684503,0.038910504,3.456924,0.039473683,3
a228081a-5aaa-4de6-b737-6253ef6548f6,abalone,bhh,bhh_gd_only,true,5,0,10,1,1,false,gbest,true,1,0,3.4682002,0.038311884,3.4579248,0.04186603,4
159d8552-d9e3-497a-af6f-4533ea063ade,abalone,bhh,bhh_gd_only,false,5,0,300,1,1,false,gbest,true,1,0,3.4676237,0.03980844,3.460232,0.035885166,5
483d939d-031c-4ba5-b78e-9657512f307c,abalone,bhh,bhh,false,5,0,20,1,1,false,gbest,true,1,0,3.4675627,0.040706374,3.4604743,0.03229665,6
ff847a62-bd4e-459a-8f29-afc424c93620,abalone,bhh,bhh_gd_only,false,5,0,20,1,1,false,gbest,true,1,0,3.464768,0.040706374,3.4716415,0.03229665,7
4c26d239-8610-4927-a806-d16467a76b9e,abalone,bhh,bhh,true,5,0,10,1,1,false,gbest,true,1,0,3.4640377,0.038311884,3.4745626,0.04186603,8
dd9f1927-9f60-4cce-a43e-c48b9d8bbc1e,abalone,bhh,bhh,false,5,0,50,1,1,false,gbest,true,1,0,3.4638658,0.040107753,3.4752493,0.034688994,9
a64f4b57-766c-43ff-93d4-c36be703a0a6,abalone,bhh,bhh_gd_only,false,5,0,50,1,1,false,gbest,true,1,0,3.4612164,0.03950913,3.485836,0.03708134,10
5c806f6c-f6d5-417c-a118-a1ab5cc60538,abalone,bhh,bhh_gd_only,false,5,0,100,1,1,false,gbest,true,1,1,2.5217056,0.18497455,2.3054035,0.215311,1
9cf13dac-f1e4-426e-a78c-53b2c13c6a7e,abalone,bhh,bhh_gd_only,false,5,0,300,1,1,false,gbest,true,1,1,2.5155659,0.20233463,2.3377755,0.2069378,2
ce687082-b6c0-4f8e-bf37-c46422bc2f2a,abalone,bhh,bhh_gd_only,false,5,0,50,1,1,false,gbest,true,1,1,2.5426066,0.2014367,2.3527417,0.16985646,3
ef15db24-c9f5-4aa3-9ffe-6b3f7265e139,abalone,bhh,bhh_gd_only,true,5,0,10,1,1,false,gbest,true,1,1,2.5174782,0.18647112,2.364662,0.17942584,4
a5e29670-7122-4530-8d0a-b64c7ecd12d1,abalone,bhh,bhh,false,5,0,100,1,1,false,gbest,true,1,1,2.5007875,0.18108352,2.4158971,0.20454545,5
